trial_number,loss,momentum,kernel_initializer,l1,l2,bidirectional
0,893.8833618164062,0.9503545322686212,he_normal,0.03235592122274438,0.08832366409182628,True
1,155.63311767578125,0.8329212518742769,glorot_uniform,0.04166419565555475,0.08410134811426635,True
